CHR	POS	MarkerID	Allele1	Allele2	AC_Allele2	AF_Allele2	MissingRate	BETA	SE	Tstat	var	p.value	N
1	2446704	var_1174	A	T	226	0.0226	0	0.0546209	0.0675103	11.9845	219.412	4.184719E-01	5000
1	2448772	var_1176	A	T	62	0.0062	0	-0.100637	0.125977	-6.34125	63.0111	4.243761E-01	5000
1	2449263	var_1178	A	T	128	0.0128	0	-0.0439943	0.0890255	-5.55095	126.174	6.211818E-01	5000
1	2450799	var_1181	A	T	99	0.0099	0	0.115077	0.10171	11.1239	96.6651	2.578795E-01	5000
1	2453873	var_1182	A	T	122	0.0122	0	-0.249334	0.0909692	-30.1296	120.84	6.127764E-03	5000
1	2457692	var_1184	A	T	359	0.0359	0	0.105207	0.0543633	35.5985	338.367	5.295894E-02	5000
1	2460609	var_1185	A	T	314	0.0314	0	-0.000101433	0.0577712	-0.0303916	299.624	9.985991E-01	5000
1	2461570	var_1186	A	T	227	0.0227	0	0.0533956	0.0673711	11.7641	220.32	4.280345E-01	5000
1	2465117	var_1191	A	T	57	0.0057	0	-0.191207	0.13338	-10.7478	56.2105	1.517011E-01	5000
1	2472668	var_1193	A	T	89	0.0089	0	0.110762	0.105908	9.87494	89.1548	2.956384E-01	5000
1	2475702	var_1195	A	T	16	0.0016	0	-0.133468	0.250689	-2.12376	15.9121	5.944466E-01	5000
1	2479342	var_1197	A	T	26	0.0026	0	0.156867	0.196913	4.04557	25.7899	4.256676E-01	5000
UR	UR	gene_8:synonymous:0.05	UR	UR	567.559	0.0567559	0	-0.00165228	0.0105597	-14.8178	8968.05	8.756619E-01	5000
1	2711945	var_1339	A	T	256	0.0256	0	0.0584044	0.0630367	14.698	251.659	3.541794E-01	5000
1	2714437	var_1342	A	T	173	0.0173	0	0.0304167	0.0774741	5.06756	166.605	6.946115E-01	5000
1	2728534	var_1348	A	T	271	0.0271	0	-0.068436	0.0611242	-18.3172	267.654	2.628751E-01	5000
1	2745433	var_1360	A	T	32	0.0032	0	0.0131925	0.177688	0.41784	31.6726	9.408153E-01	5000
1	2754774	var_1364	A	T	14	0.0014	0	0.164367	0.267988	2.28867	13.9241	5.396534E-01	5000
UR	UR	gene_9:synonymous:0.05	UR	UR	669.108	0.0669108	0	-0.00875215	0.0100095	-87.355	9980.98	3.819103E-01	5000
